,AvgSalary,MinSalary,MaxSalary,AvgExperience,Job_Company
40,568297,2.2,10.2,7.5,Deputy Manager_icici-bank
41,698709,3.3070448732852826,12.01799581492676,8.5,Relationship Manager_icici-bank
42,291841,1.3,6.0,4.0,Senior Officer_icici-bank
43,652385,1.5,14.0,8.0,Deputy Branch Manager_icici-bank
44,1083915,3.2,26.0,12.0,Branch Manager_icici-bank
45,255504,3.3070448732852826,12.01799581492676,4.0,Sales Officer_icici-bank
46,876623,3.3070448732852826,12.01799581492676,4.5,Credit Manager_icici-bank
47,295272,3.3070448732852826,12.01799581492676,3.5,Phone Banking Officer_icici-bank
48,295581,1.2,5.0,3.5,Customer Service Officer_icici-bank
49,243448,3.3070448732852826,12.01799581492676,4.0,Sales Executive_icici-bank
50,546714,2.0,10.0,6.5,Deputy Manager_hdfc-bank
51,250857,3.3070448732852826,12.01799581492676,5.0,Sales Officer_hdfc-bank
52,661811,1.4,18.9,7.5,Relationship Manager_hdfc-bank
53,239960,3.3070448732852826,12.01799581492676,4.0,Sales Executive_hdfc-bank
54,687078,1.0,13.0,8.0,Sales Manager_hdfc-bank
55,478094,3.3070448732852826,12.01799581492676,5.0,Personal Banker_hdfc-bank
56,1331116,3.5,33.0,13.5,Branch Manager_hdfc-bank
57,769287,1.0,20.0,6.0,Credit Manager_hdfc-bank
58,252629,3.3070448732852826,12.01799581492676,3.5,Branch Sales Officer_hdfc-bank
59,512455,2.5,7.5,6.5,DPT.Manager_hdfc-bank
60,708817,3.2,16.0,5.0,Technology Analyst_infosys
61,482658,2.5,8.1,3.0,Senior Systems Engineer_infosys
62,392443,2.4,5.6,2.0,System Engineer_infosys
63,1209965,5.6,25.0,9.0,Tech Lead_infosys
64,1055970,4.0,18.5,5.0,Senior Associate Consultant_infosys
65,718535,1.8,15.0,5.0,Test Analyst_infosys
66,916702,3.0,15.0,3.0,Associate Consultant_infosys
67,456033,2.4,7.7,3.0,Test Engineer_infosys
68,1747317,7.0,29.1,10.5,Senior Consultant_infosys
69,391668,2.8,5.7,2.0,System Engineer Hardware_infosys
70,637619,2.5,11.9,3.5,Associate Consultant_capgemini
71,1456736,2.4,27.5,8.0,Senior Consultant_capgemini
72,920029,1.8,16.0,5.5,Senior Software Engineer_capgemini
73,488532,1.0,8.6,2.5,Senior Analyst_capgemini
74,559760,1.7,10.6,3.5,Software Engineer_capgemini
75,326521,1.3,6.5,3.5,Process Associate_capgemini
76,436176,1.3,9.5,5.0,Senior Associate_capgemini
77,632038,2.0,12.0,7.0,Process Leader_capgemini
78,402950,3.3070448732852826,12.01799581492676,1.5,Analyst_capgemini
79,742595,2.0,18.5,3.5,Software Developer_capgemini
80,654510,1.7,15.5,4.0,Software Engineer_tech-mahindra
81,1164536,3.3070448732852826,12.01799581492676,6.5,Senior Software Engineer_tech-mahindra
82,1797590,4.4,34.0,10.5,Technical Lead_tech-mahindra
83,728773,2.0,20.0,4.0,Software Developer_tech-mahindra
84,449751,1.7,9.6,3.0,Associate Software Engineer_tech-mahindra
85,553291,1.8,12.0,3.5,Softwaretest Engineer_tech-mahindra
86,983362,3.3070448732852826,12.01799581492676,8.5,Team Lead_tech-mahindra
87,258081,3.3070448732852826,12.01799581492676,4.5,Customer Service Associate_tech-mahindra
88,248876,3.3070448732852826,12.01799581492676,4.0,Customer Care Executive_tech-mahindra
89,714189,1.2,17.0,4.0,Devops Engineer_tech-mahindra
90,405410,3.3070448732852826,12.01799581492676,4.5,Process Developer_genpact
91,314026,3.3070448732852826,12.01799581492676,3.0,Process Associate_genpact
92,575407,1.7,9.1,6.5,Management Trainee_genpact
93,321092,1.2,7.5,4.5,Senior Process Associate_genpact
94,715534,2.5,15.0,5.5,Business Analyst_genpact
95,458705,1.4,9.0,3.5,Senior Associate_genpact
96,1720564,5.2,31.0,8.0,Lead Consultant_genpact
97,1136896,4.8,18.0,13.0,Operations Manager_genpact
98,479893,1.5,8.4,4.0,Technical Associate_genpact
99,3289153,13.0,53.0,16.0,Assistant Vice President_genpact
100,554489,2.3,10.3,6.0,Deputy Manager_hcltech
101,248975,1.1,4.3,4.0,Sales Officer_hcltech
102,249834,3.3070448732852826,12.01799581492676,4.5,Relationship Officer_hcltech
103,674547,1.1,15.5,8.0,Sales Manager_hcltech
104,2293521,6.5,43.0,15.0,Assistant Vice President_hcltech
105,659924,3.3070448732852826,12.01799581492676,7.5,Relationship Manager_hcltech
106,220486,3.3070448732852826,12.01799581492676,3.0,Business Development Executive_hcltech
107,1488266,4.0,29.0,16.0,Branch Head_hcltech
108,243825,3.3070448732852826,12.01799581492676,3.5,Sales Executive_hcltech
109,369407,1.4,6.7,4.0,Customer Service Officer_hcltech
110,305918,3.3070448732852826,12.01799581492676,3.5,Customer Service Executive_axis-bank
111,286237,3.3070448732852826,12.01799581492676,4.0,Customer Care Executive_axis-bank
112,437290,1.5,9.0,3.5,Technical Support Engineer_axis-bank
113,382094,1.5,7.7,3.5,Senior Advisor_axis-bank
114,381905,1.5,6.0,3.5,Senior Representative_axis-bank
115,359659,1.3,6.5,4.0,Senior Associate_axis-bank
116,308092,1.1,6.0,3.5,Operations Representative_axis-bank
117,482437,1.2,10.5,5.5,SME_axis-bank
118,318502,3.3070448732852826,12.01799581492676,5.0,Customer Service Associate_axis-bank
119,296999,3.3070448732852826,12.01799581492676,3.0,Customer Support Executive_axis-bank
120,1255693,1.8,36.0,5.5,Application Developer_concentrix-corporation
121,816147,1.6,29.0,4.0,Software Engineer_concentrix-corporation
122,1164402,1.0,25.5,6.5,Senior Systems Engineer_concentrix-corporation
123,1581518,5.0,27.0,8.0,Advisory System Analyst_concentrix-corporation
124,1449989,3.5,43.0,7.0,Senior Software Engineer_concentrix-corporation
125,1128370,1.3,36.0,4.5,Software Developer_concentrix-corporation
126,699417,2.2,13.5,4.5,Associate Systems Engineer_concentrix-corporation
127,752071,2.0,21.9,4.0,System Engineer_concentrix-corporation
128,1063535,3.0,20.0,9.0,Technical Service Specialist_concentrix-corporation
129,916465,2.5,22.5,4.5,Devops Engineer_concentrix-corporation
130,345816,3.3070448732852826,12.01799581492676,4.0,Customer Service Associate_ibm
131,407302,2.0,7.0,3.5,Transaction Risk Investigator_ibm
132,342240,1.0,7.0,4.0,Customer Service Executive_ibm
133,558368,1.5,9.5,4.5,Senior Associate_ibm
134,306261,1.0,5.1,3.0,Process Associate_ibm
135,440749,2.7,7.3,3.0,Quality Specialist_ibm
136,449848,1.2,6.7,3.5,HR Assistant_ibm
137,2204355,5.0,51.0,7.5,Program Manager_ibm
138,401873,1.7,5.8,3.5,Seller Support Associate_ibm
139,345356,1.8,6.6,3.0,Catalog Associate_ibm
140,782063,1.9,15.2,9.5,Deputy Manager_amazon
141,301494,1.8,4.5,6.0,Jio Point Manager_amazon
142,262888,3.3070448732852826,12.01799581492676,6.0,Sales Executive_amazon
143,419150,1.5,8.5,5.0,Network Engineer_amazon
144,282680,1.0,6.5,4.0,Fiber Engineer_amazon
145,2948707,12.0,47.5,17.5,Deputy General Manager_amazon
146,421085,1.2,12.0,6.5,Team Lead_amazon
147,557364,1.1,15.0,8.5,Sales Manager_amazon
148,955370,5.4,13.1,12.5,Mobility Sales Lead_amazon
149,323933,1.8,5.2,5.0,Senior Sales Executive_amazon
150,233718,3.3070448732852826,12.01799581492676,4.0,Sales Executive_reliance-jio
151,233105,3.3070448732852826,12.01799581492676,5.0,Senior Sales Officer_reliance-jio
152,213703,3.3070448732852826,12.01799581492676,4.0,Sales Officer_reliance-jio
153,363786,3.3070448732852826,12.01799581492676,7.0,Sales Manager_reliance-jio
154,227368,3.3070448732852826,12.01799581492676,3.5,Junior Officer_reliance-jio
155,340348,1.8,5.2,5.5,Credit Relationship Manager_reliance-jio
156,237192,1.0,6.4,3.0,Relationship Officer_reliance-jio
157,301883,3.3070448732852826,12.01799581492676,4.0,Relationship Manager_reliance-jio
158,238823,1.1,4.8,4.5,Senior Sales Executive_reliance-jio
159,497617,2.0,7.8,6.5,Branch Credit Manager_reliance-jio
160,536964,1.9,12.0,9.0,Store Manager_larsen-&-toubro-limited
161,375835,1.4,6.3,7.5,Department Manager_larsen-&-toubro-limited
162,327875,1.3,5.1,6.0,Sales Officer_larsen-&-toubro-limited
163,780775,2.2,17.0,9.5,Deputy Manager_larsen-&-toubro-limited
164,360267,3.3070448732852826,12.01799581492676,6.5,Team Lead_larsen-&-toubro-limited
165,526771,1.4,15.0,8.5,Retail Store Manager_larsen-&-toubro-limited
166,492857,1.3,9.5,8.5,Assistant Store Manager_larsen-&-toubro-limited
167,270983,3.3070448732852826,12.01799581492676,5.5,Sales Executive_larsen-&-toubro-limited
168,183509,3.3070448732852826,12.01799581492676,3.5,Customer Service Associate_larsen-&-toubro-limited
169,268449,3.3070448732852826,12.01799581492676,4.5,Supervisor_larsen-&-toubro-limited
170,289648,3.3070448732852826,12.01799581492676,5.0,Customer Care Executive_hdb-financial-services
171,255364,3.3070448732852826,12.01799581492676,4.0,Customer Service Associate_hdb-financial-services
172,285644,3.3070448732852826,12.01799581492676,4.5,Customer Service Executive_hdb-financial-services
173,308848,3.3070448732852826,12.01799581492676,4.5,Senior Customer Service Executive_hdb-financial-services
174,347419,3.3070448732852826,12.01799581492676,4.5,Quality Analyst_hdb-financial-services
175,456232,1.1,12.0,6.5,Team Lead_hdb-financial-services
176,358426,3.3070448732852826,12.01799581492676,4.5,Technical Support Executive_hdb-financial-services
177,285124,3.3070448732852826,12.01799581492676,3.5,Customer Support Executive_hdb-financial-services
178,419130,1.4,9.5,6.5,Team Lead Operations_hdb-financial-services
179,264628,1.0,4.8,3.5,Analyst_hdb-financial-services
180,1396799,5.3,22.0,9.0,Deputy Manager_reliance-retail
181,660172,3.3070448732852826,12.01799581492676,6.5,Territory Sales Manager_reliance-retail
182,1707222,4.4,35.6,13.5,Assistant General Manager_reliance-retail
183,260968,3.3070448732852826,12.01799581492676,5.0,Sales Executive_reliance-retail
184,270103,3.3070448732852826,12.01799581492676,5.0,Customer Care Executive_reliance-retail
185,372428,3.3070448732852826,12.01799581492676,6.0,Team Lead_reliance-retail
186,263311,3.3070448732852826,12.01799581492676,5.0,Customer Service Executive_reliance-retail
187,1330317,3.6,20.0,12.5,Area Sales Manager_reliance-retail
188,390752,1.6,5.2,4.5,Territory Sales Executive_reliance-retail
189,3619118,12.0,76.0,17.5,General Manager_reliance-retail
190,2382877,4.0,40.0,8.5,Senior Consultant_teleperformance
191,805999,1.8,14.5,3.0,Analyst_teleperformance
192,1053970,2.2,29.0,5.5,Senior Analyst_teleperformance
193,887454,3.5,15.0,2.5,Business Technology Analyst_teleperformance
194,1769394,6.0,28.2,6.5,Deputy Manager_teleperformance
195,700527,2.0,12.0,2.0,Tax Consultant_teleperformance
196,440382,2.1,6.8,1.5,Associate Analyst_teleperformance
197,1027768,3.4,19.2,3.5,Business Analyst_teleperformance
198,1110553,4.9,16.0,2.5,Senior Audit Assistant_teleperformance
199,1540021,5.1,24.0,4.5,Solution Advisor_teleperformance
200,473063,1.5,8.5,5.5,Deputy Manager_vodafone-idea
201,530820,1.5,13.5,5.5,Relationship Manager_vodafone-idea
202,695522,3.0,10.6,9.0,Brach Operation Manager_vodafone-idea
203,1344058,4.0,22.3,13.0,Branch Manager_vodafone-idea
204,278865,1.1,4.0,2.5,Assistant Acquisition Manager_vodafone-idea
205,1802487,6.6,32.4,12.0,Chief Manager_vodafone-idea
206,407601,1.9,6.5,3.5,Relationship Officer_vodafone-idea
207,304754,1.5,4.2,3.5,Service Officer_vodafone-idea
208,259145,3.3070448732852826,12.01799581492676,3.5,Sales Executive_vodafone-idea
209,787066,1.7,12.7,5.0,Credit Manager_vodafone-idea
210,572530,1.1,11.0,6.5,Field Executive_deloitte
211,819082,3.7,16.5,9.5,Deputy Manager_deloitte
212,319756,1.5,5.0,5.0,Sales Officer_deloitte
213,520631,3.3070448732852826,12.01799581492676,5.5,Mechanical Engineer_deloitte
214,763323,1.4,16.0,6.5,Mechanical Maintenance Engineer_deloitte
215,777460,3.2,12.7,5.5,Shift Engineer_deloitte
216,487579,1.5,12.0,7.0,Store Manager_deloitte
217,250136,3.3070448732852826,12.01799581492676,3.5,Sales Executive_deloitte
218,638722,3.3070448732852826,12.01799581492676,5.0,Maintenance Engineer_deloitte
219,587286,1.0,14.5,7.5,Electrical Engineer_deloitte
220,566164,2.5,10.2,7.5,Territory Sales Manager_kotak-mahindra-bank
221,241038,3.3070448732852826,12.01799581492676,4.5,Sales Executive_kotak-mahindra-bank
222,271284,3.3070448732852826,12.01799581492676,4.0,Customer Relation Officer_kotak-mahindra-bank
223,373619,1.5,6.5,4.0,Network Engineer_kotak-mahindra-bank
224,485568,1.0,8.4,6.0,Store Manager_kotak-mahindra-bank
225,349519,3.3070448732852826,12.01799581492676,6.0,Team Lead_kotak-mahindra-bank
226,485606,2.5,10.0,5.5,Accounts Manager_kotak-mahindra-bank
227,502001,1.5,8.0,7.0,Retail Store Manager_kotak-mahindra-bank
228,1424206,6.0,30.0,11.5,Zonal Sales Manager_kotak-mahindra-bank
229,361093,2.0,6.0,4.0,NOC Engineer_kotak-mahindra-bank
230,224904,3.3070448732852826,12.01799581492676,4.0,Sales Executive_byju's
231,3077109,13.0,49.2,17.5,Deputy General Manager_byju's
232,215494,3.3070448732852826,12.01799581492676,2.5,Diploma Trainee Engineer_byju's
233,408845,1.0,14.0,6.0,Team Lead_byju's
234,182628,3.3070448732852826,12.01799581492676,2.5,Trainee_byju's
235,263946,1.0,4.8,3.0,Quality Engineer_byju's
236,262501,3.3070448732852826,12.01799581492676,3.5,Supervisor_byju's
237,265979,3.3070448732852826,12.01799581492676,4.0,Service Advisor_byju's
238,1572033,5.1,24.5,9.0,Territory Sales Manager_byju's
239,155683,3.3070448732852826,12.01799581492676,2.5,ITI Fitter_byju's
240,227269,3.3070448732852826,12.01799581492676,3.0,Data Entry Operator_reliance-industries
241,496509,1.0,14.0,5.5,Team Lead_reliance-industries
242,397447,3.3070448732852826,12.01799581492676,4.0,Operations Executive_reliance-industries
243,477448,1.6,10.7,6.0,Team Lead Operations_reliance-industries
244,568379,2.4,8.6,7.0,HUB Incharge_reliance-industries
245,538870,1.8,8.6,4.5,Senior Executive Operations_reliance-industries
246,262742,3.3070448732852826,12.01799581492676,10.0,Delivery Boy_reliance-industries
247,432612,2.0,6.1,3.5,Business Development Executive_reliance-industries
248,148737,3.3070448732852826,12.01799581492676,2.0,Senior Assistant_reliance-industries
249,261012,3.3070448732852826,12.01799581492676,3.5,Supervisor_reliance-industries
250,416925,3.3070448732852826,12.01799581492676,4.5,Senior Associate_bharti-airtel
251,400067,3.3070448732852826,12.01799581492676,4.5,Senior Associate Operations_bharti-airtel
252,624319,2.5,14.1,7.5,Associate Lead_bharti-airtel
253,289814,3.3070448732852826,12.01799581492676,2.5,Operations Associate_bharti-airtel
254,1343716,5.3,26.0,11.0,Deputy Manager_bharti-airtel
255,634281,2.0,13.3,5.5,Analyst_bharti-airtel
256,2001566,5.0,39.5,13.5,Group Manager_bharti-airtel
257,694819,2.0,18.0,6.5,Senior Analyst_bharti-airtel
258,277738,3.3070448732852826,12.01799581492676,2.0,Process Associate_bharti-airtel
259,588355,2.5,11.2,7.5,Team Lead_bharti-airtel
260,435211,1.1,8.1,6.0,Deputy Manager_tata-motors
261,341371,1.7,5.0,4.0,Business Development Manager_tata-motors
262,422252,1.8,6.0,4.5,Service Delivery Manager_tata-motors
263,1139780,3.0,27.0,13.0,Branch Manager_tata-motors
264,683974,1.7,20.0,7.5,Relationship Manager_tata-motors
265,773460,2.4,12.6,10.0,Deputy Branch Manager_tata-motors
266,981475,4.9,16.5,10.0,Chief Manager_tata-motors
267,985304,3.5,15.7,11.0,Area Sales Manager_tata-motors
268,265735,1.6,3.9,3.5,Acquisition Manager_tata-motors
269,538859,2.3,7.5,5.5,Key Account Manager_tata-motors
270,464998,3.0,7.0,1.5,Associate Professional Software Engineer_flipkart
271,676812,2.4,14.2,3.5,Software Engineer_flipkart
272,474306,1.8,7.2,5.0,Associate Professional_flipkart
273,721472,2.8,13.9,6.5,Professional 1_flipkart
274,639437,2.5,14.0,3.0,Software Developer_flipkart
275,863267,3.8,14.0,4.5,Professional 1 Product Developer_flipkart
276,1077691,2.0,26.0,7.5,Business Analyst_flipkart
277,1208735,3.6,22.5,7.5,Senior Software Engineer_flipkart
278,466605,3.0,7.8,2.5,Associate Professional Product Developer_flipkart
279,425647,3.0,6.6,1.0,Associate Software Engineer_flipkart
280,306644,1.0,4.7,3.5,Senior Processing Executive_ernst-&-young
281,454351,2.0,7.8,5.5,Process Specialist_ernst-&-young
282,288614,3.3070448732852826,12.01799581492676,3.0,Processing Executive_ernst-&-young
283,315026,1.4,4.5,3.5,Account Assistant_ernst-&-young
284,388772,1.7,5.7,5.5,Accountant_ernst-&-young
285,636588,3.2,10.5,9.5,Team Lead_ernst-&-young
286,430719,2.4,6.0,6.0,Technology Support Specialist_ernst-&-young
287,330034,1.5,5.5,4.0,Senior Process Associate_ernst-&-young
288,244936,1.2,3.3,1.0,Junior Accountant_ernst-&-young
289,513433,2.5,7.0,4.5,Technical Process Specialist_ernst-&-young
290,247296,3.3070448732852826,12.01799581492676,4.0,Sales Officer_wns
291,365154,1.8,5.3,4.0,Senior Officer_wns
292,524216,2.7,9.0,6.0,Deputy Manager_wns
293,592476,1.5,11.0,6.0,Sales Manager_wns
294,298005,1.2,6.5,3.5,Senior Sales Officer_wns
295,732003,3.8,10.5,6.0,Territory Manager_wns
296,517252,1.9,11.5,6.0,Relationship Manager_wns
297,699830,2.4,12.0,5.0,Credit Manager_wns
298,761225,3.7,11.2,5.5,Territory Sales Manager_wns
299,1243276,2.5,26.0,12.0,Branch Manager_wns
300,1617450,6.5,27.0,6.0,Deputy Manager_indusind-bank
301,276587,3.3070448732852826,12.01799581492676,4.5,Relationship Manager_indusind-bank
302,251828,3.3070448732852826,12.01799581492676,3.5,Sales Executive_indusind-bank
303,253167,3.3070448732852826,12.01799581492676,5.0,Service Advisor_indusind-bank
304,2221056,10.0,30.3,7.0,Territory Sales Manager_indusind-bank
305,1272956,6.3,18.0,9.5,Senior Engineer_indusind-bank
306,232339,3.3070448732852826,12.01799581492676,2.5,Technician_indusind-bank
307,234328,3.3070448732852826,12.01799581492676,4.0,Customer Care Executive_indusind-bank
308,1828077,7.2,30.5,6.5,Territory Service Manager_indusind-bank
309,252922,3.3070448732852826,12.01799581492676,2.0,ITI Fitter_indusind-bank
310,227765,3.3070448732852826,12.01799581492676,3.0,Customer Care Executive_mahindra-&-mahindra
311,245007,3.3070448732852826,12.01799581492676,3.5,Customer Service Executive_mahindra-&-mahindra
312,242968,1.0,5.0,3.0,Senior Customer Service Executive_mahindra-&-mahindra
313,375441,3.3070448732852826,12.01799581492676,6.0,Team Lead_mahindra-&-mahindra
314,234991,3.3070448732852826,12.01799581492676,2.5,Customer Service Associate_mahindra-&-mahindra
315,365050,1.5,5.3,6.0,Team Lead Operations_mahindra-&-mahindra
316,239523,3.3070448732852826,12.01799581492676,3.0,Customer Support Executive_mahindra-&-mahindra
317,312988,1.0,5.1,4.0,Quality Analyst_mahindra-&-mahindra
318,248612,1.0,4.3,2.5,Operations Executive_mahindra-&-mahindra
319,198077,3.3070448732852826,12.01799581492676,2.5,BPO Executive_mahindra-&-mahindra
320,257773,3.3070448732852826,12.01799581492676,4.0,Sales Executive_dxc-technology
321,256624,3.3070448732852826,12.01799581492676,4.5,Sales Officer_dxc-technology
322,497046,1.3,9.0,5.0,Sales Manager_dxc-technology
323,432272,3.3070448732852826,12.01799581492676,5.0,Collections Manager_dxc-technology
324,890157,2.1,15.0,8.0,Area Sales Manager_dxc-technology
325,383763,1.5,5.5,3.5,Assistant Sales Manager_dxc-technology
326,524402,2.0,8.0,5.0,Credit Manager_dxc-technology
327,235796,3.3070448732852826,12.01799581492676,3.5,Finance Executive_dxc-technology
328,201007,3.3070448732852826,12.01799581492676,3.0,Collections Executive_dxc-technology
329,398052,1.6,6.2,4.5,Assistant Manager Collections_dxc-technology
330,292937,1.5,4.6,3.5,Senior Process Consultant_infosys-bpm
331,255176,3.3070448732852826,12.01799581492676,3.0,Customer Relation Officer_infosys-bpm
332,251227,1.0,4.5,2.0,Process Consultant_infosys-bpm
333,270570,1.2,4.2,2.0,Process Associate_infosys-bpm
334,292595,1.7,4.5,3.5,Senior Process Associate_infosys-bpm
335,471896,1.6,8.3,7.5,Team Lead_infosys-bpm
336,357598,1.5,6.0,5.0,Senior Associate_infosys-bpm
337,263696,1.6,3.5,4.0,Senior Claim Processing Executive_infosys-bpm
338,497703,1.4,8.7,7.0,Team Lead Operations_infosys-bpm
339,239163,3.3070448732852826,12.01799581492676,2.5,Customer Care Executive_infosys-bpm
340,323050,3.3070448732852826,12.01799581492676,3.0,Customer Service Executive_idfc-first-bank
341,304664,3.3070448732852826,12.01799581492676,3.0,Customer Care Executive_idfc-first-bank
342,359845,3.3070448732852826,12.01799581492676,3.5,Senior Customer Service Executive_idfc-first-bank
343,308346,1.0,8.0,3.0,Customer Support Executive_idfc-first-bank
344,357470,3.3070448732852826,12.01799581492676,2.0,Executive Assistant_idfc-first-bank
345,412326,1.8,7.2,4.5,Team Lead_idfc-first-bank
346,405532,2.0,7.0,4.0,Quality Analyst_idfc-first-bank
347,448561,1.6,7.6,5.0,Team Lead Operations_idfc-first-bank
348,266742,1.7,4.1,2.5,Technical Support Engineer_idfc-first-bank
349,335298,1.8,6.0,3.0,SME_idfc-first-bank
350,222357,3.3070448732852826,12.01799581492676,4.0,Customer Care Executive_maruti-suzuki
351,256294,3.3070448732852826,12.01799581492676,4.0,Operations Executive_maruti-suzuki
352,247858,3.3070448732852826,12.01799581492676,3.5,Customer Service Executive_maruti-suzuki
353,393719,3.3070448732852826,12.01799581492676,6.0,Team Lead_maruti-suzuki
354,255063,3.3070448732852826,12.01799581492676,3.5,Customer Support Executive_maruti-suzuki
355,412373,3.3070448732852826,12.01799581492676,7.5,Team Lead Operations_maruti-suzuki
356,294140,1.1,4.6,3.5,Senior Executive Operations_maruti-suzuki
357,342907,1.1,5.2,5.0,Quality Analyst_maruti-suzuki
358,267717,1.0,5.4,3.0,Senior Customer Service Executive_maruti-suzuki
359,232308,3.3070448732852826,12.01799581492676,2.5,Customer Service Associate_maruti-suzuki
360,1153538,4.5,17.5,10.0,Senior Engineer_conneqt-business-solutions
361,1497003,5.3,22.0,9.5,Senior Solution Integrator_conneqt-business-solutions
362,603939,1.6,12.0,6.0,Network Engineer_conneqt-business-solutions
363,2425466,8.0,38.2,13.5,Solution Architect_conneqt-business-solutions
364,833185,2.0,16.0,5.0,Solution Integrator_conneqt-business-solutions
365,432178,2.4,6.2,3.0,Assistant Engineer_conneqt-business-solutions
366,641762,2.8,13.2,5.0,Integration Engineer_conneqt-business-solutions
367,839093,2.4,16.1,4.0,Software Engineer_conneqt-business-solutions
368,1528780,5.5,29.0,7.5,Senior Software Engineer_conneqt-business-solutions
369,501889,1.9,6.6,3.5,Associate Engineer_conneqt-business-solutions
370,672243,2.0,15.0,3.5,Software Engineer_bajaj-finserv
371,1246293,3.3070448732852826,12.01799581492676,6.0,Senior Software Engineer_bajaj-finserv
372,382721,1.8,6.0,2.0,Associate Software Engineer_bajaj-finserv
373,252778,1.0,4.1,2.5,Transaction Processing Officer_bajaj-finserv
374,1772224,5.5,30.0,9.0,Module Lead_bajaj-finserv
375,738977,2.3,18.5,3.5,Software Developer_bajaj-finserv
376,440480,1.8,11.5,2.5,Softwaretest Engineer_bajaj-finserv
377,299824,1.5,5.5,4.5,Senior Transaction Processing Officer_bajaj-finserv
378,1719033,6.4,31.0,9.5,Delivery Module Lead_bajaj-finserv
379,1945882,8.1,32.0,13.0,Project Lead_bajaj-finserv
380,1607092,3.5,37.0,5.5,Senior Associate_hinduja-global-solutions
381,1912348,5.4,40.0,7.5,Senior Consultant_hinduja-global-solutions
382,936335,2.7,15.0,3.5,Associate2_hinduja-global-solutions
383,2003402,5.4,35.0,7.0,Senior Associate 2_hinduja-global-solutions
384,650017,2.7,11.1,4.5,Senior Analyst_hinduja-global-solutions
385,3899339,15.5,60.0,13.5,Associate Director_hinduja-global-solutions
386,647994,2.1,9.0,1.5,Tax Associate_hinduja-global-solutions
387,1020042,4.0,22.0,4.0,Associate Consultant_hinduja-global-solutions
388,2525303,10.4,40.0,10.5,Principal Consultant_hinduja-global-solutions
389,514533,1.8,10.0,2.5,Analyst_hinduja-global-solutions
390,327159,1.5,4.8,5.0,Business Development Manager_ienergizer
391,349643,1.5,5.1,4.5,Corporate Agency Manager_ienergizer
392,279313,1.1,4.4,3.5,Sales Development Manager_ienergizer
393,436302,2.8,6.1,5.0,Senior Corporate Agency Manager_ienergizer
394,810874,3.0,12.0,9.5,Manager- Corporate Sales_ienergizer
395,538702,2.0,6.7,6.0,Bancassurance Manager_ienergizer
396,402375,2.4,5.4,5.5,Assistant Sales Manager_ienergizer
397,729762,2.6,11.5,9.0,Corporate Manager_ienergizer
398,411895,1.1,7.0,5.0,Sales Manager_ienergizer
399,312680,1.0,5.0,4.0,Senior Associate_ienergizer
400,561982,2.2,9.4,6.5,Deputy Manager_hsbc-group
